ID,geneName,ORF,fullName,uniprot,GO,EC,KO,organism
1354,XC_1396,XC_1396,Hydrolase,A0A0H2X5N5,GO:0016787; GO:0008152,,,Xanthomonas campestris pv. campestris (strain 8004)
1355,XC_1397,XC_1397,Uncharacterized protein,A0A0H2X7G6,,,,Xanthomonas campestris pv. campestris (strain 8004)
1356,XC_1398,XC_1398,Carbon starvation protein A,A0A0H2X5U9,GO:0016021; GO:0009267,,K06200,Xanthomonas campestris pv. campestris (strain 8004)
1357,XC_1399,XC_1399,Pirin,A0A0H2X7D8,,,K06911,Xanthomonas campestris pv. campestris (strain 8004)
1358,XC_1400,XC_1400,Uncharacterized protein,A0A0H2X5F2,,,K07397,Xanthomonas campestris pv. campestris (strain 8004)
1359,XC_1401,XC_1401,Uncharacterized protein,A0A0H2X5N7,,,,Xanthomonas campestris pv. campestris (strain 8004)
1360,XC_1402,XC_1402,Pirin-related protein,A0A0H2X7G9,,,K06911,Xanthomonas campestris pv. campestris (strain 8004)
1361,nfi,XC_1403,Endonuclease V,Q4UWV2,GO:0005737; GO:0043737; GO:0000287; GO:0006281,3.1.21.7,K05982,Xanthomonas campestris pv. campestris (strain 8004)
1362,gpmA,XC_1404,"2,3-bisphosphoglycerate-dependent phosphoglycerate mutase",Q4UWV1,GO:0046538; GO:0006094; GO:0006096,5.4.2.11,K01834,Xanthomonas campestris pv. campestris (strain 8004)
1363,XC_1405,XC_1405,Uncharacterized protein,A0A0H2X5V1,GO:0016021,,,Xanthomonas campestris pv. campestris (strain 8004)
1364,XC_1406,XC_1406,Metallopeptidase,A0A0H2X7E3,GO:0004222,,K07386,Xanthomonas campestris pv. campestris (strain 8004)
1365,XC_1407,XC_1407,IS1479 transposase,A0A0H2X5F5,GO:0003677; GO:0004803; GO:0006313,,,Xanthomonas campestris pv. campestris (strain 8004)
1366,XC_1408,XC_1408,Cardiolipin synthase,A0A0H2X5N9,GO:0003824,,K06132,Xanthomonas campestris pv. campestris (strain 8004)
1367,cheB1,XC_1409,Chemotaxis response regulator protein-glutamate methylesterase 1,Q4UWU6,GO:0005737; GO:0000156; GO:0008984; GO:0006935,3.1.1.61,K03412,Xanthomonas campestris pv. campestris (strain 8004)
1368,XC_1410,XC_1410,Chemotaxis protein methyltransferase,A0A0H2X7H4,GO:0008983,2.1.1.80,K00575,Xanthomonas campestris pv. campestris (strain 8004)
1369,XC_1411,XC_1411,Response regulator,A0A0H2X5V5,GO:0005622; GO:0000160,,,Xanthomonas campestris pv. campestris (strain 8004)
1370,XC_1412,XC_1412,Chemotaxis protein,A0A0H2X7E8,GO:0004871; GO:0006935,,K03408,Xanthomonas campestris pv. campestris (strain 8004)
1371,XC_1413,XC_1413,Chemotaxis protein,A0A0H2X5F8,GO:0016021; GO:0004871; GO:0006935,,K03406,Xanthomonas campestris pv. campestris (strain 8004)
1372,XC_1414,XC_1414,Chemotaxis histidine protein kinase,A0A0H2X5P1,GO:0005737; GO:0005524; GO:0000155; GO:0006935,,K03407,Xanthomonas campestris pv. campestris (strain 8004)
1373,XC_1415,XC_1415,Uncharacterized protein,A0A0H2X7H9,,,,Xanthomonas campestris pv. campestris (strain 8004)
1374,mfd,XC_1416,Transcription-repair-coupling factor,A0A0H2X5V8,GO:0005737; GO:0005524; GO:0003684; GO:0004386; GO:0006355; GO:0000716,3.6.4.-,K03723,Xanthomonas campestris pv. campestris (strain 8004)
1375,XC_1417,XC_1417,Uncharacterized protein,A0A0H2X7F3,GO:0008080,,,Xanthomonas campestris pv. campestris (strain 8004)
1376,rlmJ,XC_1418,Ribosomal RNA large subunit methyltransferase J,A0A0H2X5G1,GO:0036307; GO:0003723; GO:0070475,2.1.1.266,K07115,Xanthomonas campestris pv. campestris (strain 8004)
1377,XC_1419,XC_1419,Two-component system regulatory protein,A0A0H2X5P4,GO:0005622; GO:0003677; GO:0000160; GO:0006355; GO:0006351,,K07663,Xanthomonas campestris pv. campestris (strain 8004)
1378,XC_1420,XC_1420,Uncharacterized protein,A0A0H2X7I4,,,,Xanthomonas campestris pv. campestris (strain 8004)
1379,XC_1421,XC_1421,Two-component system sensor protein,A0A0H2X5W2,GO:0016021; GO:0005622; GO:0005524; GO:0000155,,K07641,Xanthomonas campestris pv. campestris (strain 8004)
1380,XC_1422,XC_1422,Cysteine protease,A0A0H2X7F8,GO:0008234,,,Xanthomonas campestris pv. campestris (strain 8004)
1381,XC_1423,XC_1423,Inner membrane protein,A0A0H2X5G4,GO:0016021,,K06143,Xanthomonas campestris pv. campestris (strain 8004)
1382,XC_1424,XC_1424,Uncharacterized protein,A0A0H2X5P9,,,,Xanthomonas campestris pv. campestris (strain 8004)
1383,XC_1425,XC_1425,Uncharacterized protein,A0A0H2X7J0,GO:0016021,,,Xanthomonas campestris pv. campestris (strain 8004)
1384,XC_1426,XC_1426,Uncharacterized protein,A0A0H2X5W7,GO:0008080,,,Xanthomonas campestris pv. campestris (strain 8004)
1385,XC_1427,XC_1427,Nitrilase,A0A0H2X7G3,GO:0016810; GO:0006807,,,Xanthomonas campestris pv. campestris (strain 8004)
1386,XC_1428,XC_1428,Uncharacterized protein,A0A0H2X5G7,,,,Xanthomonas campestris pv. campestris (strain 8004)
1387,gltX,XC_1429,Glutamate--tRNA ligase,Q4UWS6,GO:0005737; GO:0005524; GO:0004818; GO:0000049; GO:0008270; GO:0006424,6.1.1.17,K01885,Xanthomonas campestris pv. campestris (strain 8004)
1388,zur,XC_1430,Transcriptional regulator fur family,Q4UWS5,GO:0003677; GO:0003700,,K09823,Xanthomonas campestris pv. campestris (strain 8004)
1389,XC_1431,XC_1431,Transcriptional regulator,A0A0H2X7J4,GO:0003677; GO:0006355; GO:0006351,,,Xanthomonas campestris pv. campestris (strain 8004)
1390,XC_1432,XC_1432,Multidrug resistance protein,A0A0H2X5X0,GO:0016020; GO:0055085,,K03585,Xanthomonas campestris pv. campestris (strain 8004)
1391,XC_1433,XC_1433,Multidrug-efflux transporter,A0A0H2X7G8,GO:0016021; GO:0005215,,K03296,Xanthomonas campestris pv. campestris (strain 8004)
1392,XC_1434,XC_1434,Outer membrane protein,A0A0H2X5G9,GO:0009279; GO:0016021; GO:0008289; GO:0005215,,K18139,Xanthomonas campestris pv. campestris (strain 8004)
1393,XC_1435,XC_1435,Transcriptional regulator,A0A0H2X5Q9,GO:0003677; GO:0006355; GO:0006351,,,Xanthomonas campestris pv. campestris (strain 8004)
1394,XC_1436,XC_1436,Oxidoreductase,A0A0H2X7J8,,,,Xanthomonas campestris pv. campestris (strain 8004)
1395,XC_1437,XC_1437,Transcriptional regulator lysR family,A0A0H2X5X5,GO:0003677; GO:0003700; GO:0006351,,,Xanthomonas campestris pv. campestris (strain 8004)
1396,XC_1438,XC_1438,Uncharacterized protein,A0A0H2X7H2,,,,Xanthomonas campestris pv. campestris (strain 8004)
1397,XC_1439,XC_1439,Transcriptional regulator,A0A0H2X5H1,GO:0043565; GO:0003700; GO:0006351,,,Xanthomonas campestris pv. campestris (strain 8004)
1398,XC_1440,XC_1440,Uncharacterized protein,A0A0H2X5R3,,,,Xanthomonas campestris pv. campestris (strain 8004)
1399,XC_1441,XC_1441,Uncharacterized protein,A0A0H2X7K3,,,,Xanthomonas campestris pv. campestris (strain 8004)
1400,XC_1442,XC_1442,Extracellular serine protease,A0A0H2X5Y0,GO:0004252,,K20755,Xanthomonas campestris pv. campestris (strain 8004)
1401,XC_1443,XC_1443,Transcriptional regulator lysR family,A0A0H2X7H8,GO:0003677; GO:0003700; GO:0006351,,,Xanthomonas campestris pv. campestris (strain 8004)
1402,XC_1444,XC_1444,MFS transporter,A0A0H2X5H3,GO:0016021; GO:0055085,,K19577,Xanthomonas campestris pv. campestris (strain 8004)
1403,XC_1445,XC_1445,Oxidoreductase,A0A0H2X5R8,,,,Xanthomonas campestris pv. campestris (strain 8004)
1404,XC_1446,XC_1446,Oxidoreductase,A0A0H2X7K6,,,,Xanthomonas campestris pv. campestris (strain 8004)
1405,XC_1447,XC_1447,Extracellular serine protease,A0A0H2X5Y2,GO:0004252,,,Xanthomonas campestris pv. campestris (strain 8004)
1406,XC_1448,XC_1448,Uncharacterized protein,A0A0H2X7I2,,,,Xanthomonas campestris pv. campestris (strain 8004)
1407,XC_1449,XC_1449,Extracellular serine protease,A0A0H2X5H4,GO:0004252,,,Xanthomonas campestris pv. campestris (strain 8004)
1408,XC_1450,XC_1450,Extracellular serine protease,A0A0H2X5S2,GO:0004252,,K20755,Xanthomonas campestris pv. campestris (strain 8004)
1409,XC_1451,XC_1451,TonB-dependent receptor,A0A0H2X7L1,GO:0016020; GO:0004872; GO:0006810,,,Xanthomonas campestris pv. campestris (strain 8004)
1410,XC_1452,XC_1452,Formate dehydrogenase related protein,A0A0H2X5Y5,GO:0051539; GO:0009055; GO:0008863; GO:0030151; GO:0015942,,K00123,Xanthomonas campestris pv. campestris (strain 8004)
1411,XC_1453,XC_1453,Uncharacterized protein,A0A0H2X7I7,,,,Xanthomonas campestris pv. campestris (strain 8004)
1412,XC_1454,XC_1454,Cytochrome D oxidase subunit A,A0A0H2X5H7,GO:0016021,,K00425,Xanthomonas campestris pv. campestris (strain 8004)
1413,XC_1455,XC_1455,Cytochrome D oxidase subunit B,A0A0H2X5S8,GO:0016021; GO:0055114,,K00426,Xanthomonas campestris pv. campestris (strain 8004)
1414,XC_1456,XC_1456,Transmembrane transport protein,A0A0H2X7L7,GO:0016021; GO:0055085,,,Xanthomonas campestris pv. campestris (strain 8004)
1415,XC_1457,XC_1457,Transcriptional regulator,A0A0H2X5Y8,GO:0003677; GO:0003700; GO:0006351,,,Xanthomonas campestris pv. campestris (strain 8004)
1416,XC_1458,XC_1458,Uncharacterized protein,A0A0H2X7J1,,,,Xanthomonas campestris pv. campestris (strain 8004)
1417,XC_1459,XC_1459,Outer membrane hemin receptor,A0A0H2X5I0,GO:0009279; GO:0004872; GO:0006810,,K02014,Xanthomonas campestris pv. campestris (strain 8004)
1418,XC_1460,XC_1460,Uncharacterized protein,A0A0H2X5T4,GO:0016021,,,Xanthomonas campestris pv. campestris (strain 8004)
1419,XC_1461,XC_1461,Uncharacterized protein,A0A0H2X7M0,GO:0005840,,K19033,Xanthomonas campestris pv. campestris (strain 8004)
1420,XC_1462,XC_1462,Chloride channel,A0A0H2X5Z1,GO:0016021; GO:0005886; GO:0005247,,,Xanthomonas campestris pv. campestris (strain 8004)
1421,XC_1463,XC_1463,Phosphodiesterase-nucleotide pyrophosphatase,A0A0H2X7J6,GO:0003824; GO:0008152,,,Xanthomonas campestris pv. campestris (strain 8004)
1422,XC_1464,XC_1464,Methylated-DNA--protein-cysteine methyltransferase,A0A0H2X5I3,GO:0005737; GO:0003908; GO:0006307,2.1.1.63,K00567,Xanthomonas campestris pv. campestris (strain 8004)
1423,XC_1465,XC_1465,DNA methylation and regulatory protein Ada,A0A0H2X5U0,GO:0008168; GO:0043565; GO:0003700; GO:0008270; GO:0006284; GO:0006351,,K13529,Xanthomonas campestris pv. campestris (strain 8004)
1424,XC_1466,XC_1466,Uncharacterized protein,A0A0H2X7M3,,,,Xanthomonas campestris pv. campestris (strain 8004)
1425,XC_1467,XC_1467,Uncharacterized protein,A0A0H2X5Z4,GO:0016021,,,Xanthomonas campestris pv. campestris (strain 8004)
1426,XC_1468,XC_1468,Uncharacterized protein,A0A0H2X7K0,,,,Xanthomonas campestris pv. campestris (strain 8004)
1427,XC_1469,XC_1469,Inner membrane protein,A0A0H2X5I7,GO:0016021,,,Xanthomonas campestris pv. campestris (strain 8004)
1428,XC_1470,XC_1470,Putative monooxygenase NMA2164,A0A0H2X5U5,GO:0071949; GO:0016709; GO:0006744,,,Xanthomonas campestris pv. campestris (strain 8004)
1429,XC_1471,XC_1471,Uncharacterized protein,A0A0H2X7M8,,,,Xanthomonas campestris pv. campestris (strain 8004)
1430,XC_1472,XC_1472,Uncharacterized protein,A0A0H2X5Z7,GO:0003723,,K14761,Xanthomonas campestris pv. campestris (strain 8004)
1431,XC_1473,XC_1473,Uncharacterized protein,A0A0H2X7K4,GO:0016021,,,Xanthomonas campestris pv. campestris (strain 8004)
1432,XC_1474,XC_1474,RNA polymerase ECF-type sigma factor,A0A0H2X5J0,GO:0003677; GO:0016987; GO:0003700; GO:0006352,,K03088,Xanthomonas campestris pv. campestris (strain 8004)
1433,deaD,XC_1475,ATP-dependent RNA helicase DeaD,A0A0H2X5V2,GO:0005737; GO:0005524; GO:0004004; GO:0003723; GO:0070417; GO:0000027; GO:0006401,3.6.4.13,K05592,Xanthomonas campestris pv. campestris (strain 8004)
1434,XC_1476,XC_1476,Uncharacterized protein,A0A0H2X7N3,GO:0005622; GO:0000155,,,Xanthomonas campestris pv. campestris (strain 8004)
1435,XC_1477,XC_1477,Pseudouridine synthase,A0A0H2X600,GO:0009982; GO:0003723; GO:0001522,5.4.99.-,K06182,Xanthomonas campestris pv. campestris (strain 8004)
1436,XC_1479,XC_1479,Uncharacterized protein,A0A0H2X5J5,,,,Xanthomonas campestris pv. campestris (strain 8004)
1437,XC_1480,XC_1480,Putative 4-hydroxy-4-methyl-2-oxoglutarate aldolase,Q4UWM5,GO:0047443; GO:0046872; GO:0008948; GO:0008428; GO:0051252,4.1.3.17; 4.1.1.3,K02553,Xanthomonas campestris pv. campestris (strain 8004)
1438,XC_1481,XC_1481,Beta-lactamase,A0A0H2X5V7,,,,Xanthomonas campestris pv. campestris (strain 8004)
1439,XC_1482,XC_1482,Beta-lactamase,A0A0H2X7N9,,,,Xanthomonas campestris pv. campestris (strain 8004)
1440,XC_1483,XC_1483,Cation:proton antiporter,A0A0H2X603,GO:0016021; GO:0015299,,,Xanthomonas campestris pv. campestris (strain 8004)
1441,XC_1484,XC_1484,ABC transporter ATP-binding protein,A0A0H2X7L3,GO:0016021; GO:0005524; GO:0042626,,K18893,Xanthomonas campestris pv. campestris (strain 8004)
1442,XC_1485,XC_1485,Uncharacterized protein,A0A0H2X5J9,,,,Xanthomonas campestris pv. campestris (strain 8004)
1443,XC_1486,XC_1486,Uncharacterized protein,A0A0H2X5W3,GO:0016021,,,Xanthomonas campestris pv. campestris (strain 8004)
1444,XC_1487,XC_1487,Uncharacterized protein,A0A0H2X7P2,,,,Xanthomonas campestris pv. campestris (strain 8004)
1445,XC_1488,XC_1488,Uncharacterized protein,A0A0H2X604,,,,Xanthomonas campestris pv. campestris (strain 8004)
1446,XC_1489,XC_1489,Transcriptional regulator,A0A0H2X7L8,GO:0003677; GO:0003700; GO:0006351,,,Xanthomonas campestris pv. campestris (strain 8004)
1447,XC_1490,XC_1490,Transcriptional regulator,A0A0H2X5K4,GO:0003677; GO:0003700; GO:0006351,,,Xanthomonas campestris pv. campestris (strain 8004)
1448,XC_1491,XC_1491,Uncharacterized protein,A0A0H2X5W8,GO:0016021,,,Xanthomonas campestris pv. campestris (strain 8004)
1449,XC_1492,XC_1492,Peptidyl-prolyl cis-trans isomerase,A0A0H2X7P7,GO:0003755; GO:0006457,,K01802,Xanthomonas campestris pv. campestris (strain 8004)
1450,XC_1493,XC_1493,Uncharacterized protein,A0A0H2X608,GO:0016021,,K09779,Xanthomonas campestris pv. campestris (strain 8004)
1451,XC_1494,XC_1494,Uncharacterized protein,A0A0H2X7M4,,,,Xanthomonas campestris pv. campestris (strain 8004)
1452,XC_1495,XC_1495,Thioredoxin,A0A0H2X5K8,GO:0005623; GO:0015035; GO:0045454; GO:0006662,,K05838,Xanthomonas campestris pv. campestris (strain 8004)
1453,XC_1496,XC_1496,Uncharacterized protein,A0A0H2X5X3,GO:0016021,,,Xanthomonas campestris pv. campestris (strain 8004)
1454,leuS,XC_1497,Leucine--tRNA ligase,Q4UWK8,GO:0005737; GO:0002161; GO:0005524; GO:0004823; GO:0006429,6.1.1.4,K01869,Xanthomonas campestris pv. campestris (strain 8004)
1455,lptE,XC_1498,LPS-assembly lipoprotein LptE,A0A0H2X7Q3,GO:0009279; GO:0043165,,K03643,Xanthomonas campestris pv. campestris (strain 8004)
1456,XC_1499,XC_1499,DNA polymerase III delta subunit,A0A0H2X610,GO:0009360; GO:0003677; GO:0003887; GO:0006260,,K02340,Xanthomonas campestris pv. campestris (strain 8004)
1457,nadD,XC_1500,Probable nicotinate-nucleotide adenylyltransferase,A0A0H2X7M9,GO:0005524; GO:0004515; GO:0009435,2.7.7.18,K00969,Xanthomonas campestris pv. campestris (strain 8004)
1458,rsfS,XC_1501,Ribosomal silencing factor RsfS,A0A0H2X5L2,GO:0005737; GO:0042256; GO:0090071; GO:0017148,,K09710,Xanthomonas campestris pv. campestris (strain 8004)
1459,XC_1502,XC_1502,Uncharacterized protein,A0A0H2X5X9,,,K07093,Xanthomonas campestris pv. campestris (strain 8004)
1460,rlmH,XC_1503,Ribosomal RNA large subunit methyltransferase H,Q4UWK2,GO:0005737; GO:0070038,2.1.1.177,K00783,Xanthomonas campestris pv. campestris (strain 8004)
1461,XC_1504,XC_1504,TonB-like protein,A0A0H2X7Q7,GO:0016021; GO:0006810,,K03832,Xanthomonas campestris pv. campestris (strain 8004)
1462,XC_1505,XC_1505,Outer membrane protein,A0A0H2X615,,,K09807,Xanthomonas campestris pv. campestris (strain 8004)
1463,XC_1506,XC_1506,Maf-like protein XC_1506,Q4UWJ9,GO:0005737,,K06287,Xanthomonas campestris pv. campestris (strain 8004)
1464,XC_1507,XC_1507,Ribonuclease G,A0A0H2X7N2,GO:0004540; GO:0003723; GO:0006396,,K08301,Xanthomonas campestris pv. campestris (strain 8004)
1465,XC_1508,XC_1508,Uncharacterized protein,A0A0H2X5L6,,,,Xanthomonas campestris pv. campestris (strain 8004)
1466,XC_1509,XC_1509,Uncharacterized protein,A0A0H2X5Y7,,,,Xanthomonas campestris pv. campestris (strain 8004)
1467,XC_1510,XC_1510,TldD protein,A0A0H2X7R1,GO:0008237,,K03568,Xanthomonas campestris pv. campestris (strain 8004)
1468,XC_1511,XC_1511,UPF0307 protein XC_1511,Q4UWJ4,,,K09889,Xanthomonas campestris pv. campestris (strain 8004)
1469,XC_1512,XC_1512,PmbA protein,A0A0H2X619,GO:0008237,,K03592,Xanthomonas campestris pv. campestris (strain 8004)
1470,XC_1513,XC_1513,Uncharacterized protein,A0A0H2X7N7,GO:0016021,,K09940,Xanthomonas campestris pv. campestris (strain 8004)
1471,XC_1514,XC_1514,Extracellular protease,A0A0H2X5M4,GO:0004222,,K08646,Xanthomonas campestris pv. campestris (strain 8004)
1472,XC_1515,XC_1515,Extracellular protease,A0A0H2X5Z2,GO:0008233,,K08646,Xanthomonas campestris pv. campestris (strain 8004)
1473,XC_1516,XC_1516,Geranyltranstransferase farnesyl-diphosphate synthase,A0A0H2X7R6,GO:0016740; GO:0008299,,K00795,Xanthomonas campestris pv. campestris (strain 8004)
1474,xseB,XC_1517,Exodeoxyribonuclease 7 small subunit,Q4UWI8,GO:0005737; GO:0009318; GO:0008855; GO:0006308,3.1.11.6,K03602,Xanthomonas campestris pv. campestris (strain 8004)
1475,tilS,XC_1518,tRNA(Ile)-lysidine synthase,Q4UWI7,GO:0005737; GO:0005524; GO:0016879; GO:0006400,6.3.4.19,K04075,Xanthomonas campestris pv. campestris (strain 8004)
1476,XC_1519,XC_1519,Alkaline phosphatase,A0A0H2X624,GO:0016791,,K01077,Xanthomonas campestris pv. campestris (strain 8004)
1477,XC_1520,XC_1520,Glutamate symport protein,A0A0H2X7P5,GO:0016021; GO:0015293,,,Xanthomonas campestris pv. campestris (strain 8004)
1478,XC_1521,XC_1521,Uncharacterized protein,A0A0H2X5N2,,,,Xanthomonas campestris pv. campestris (strain 8004)
1479,XC_1522,XC_1522,Uncharacterized protein,A0A0H2X601,GO:0016021,,,Xanthomonas campestris pv. campestris (strain 8004)
1480,XC_1526,XC_1526,Histidine kinase,A0A0H2X630,GO:0016021; GO:0005622; GO:0005524; GO:0000155,,,Xanthomonas campestris pv. campestris (strain 8004)
1481,XC_1527,XC_1527,Uncharacterized protein,A0A0H2X7Q0,GO:0043565,,,Xanthomonas campestris pv. campestris (strain 8004)
1482,XC_1528,XC_1528,Two-component system regulatory protein,A0A0H2X5P3,GO:0005622; GO:0005524; GO:0003677; GO:0000160; GO:0006355; GO:0006351,,,Xanthomonas campestris pv. campestris (strain 8004)
1483,XC_1529,XC_1529,Polyphosphate-selective porin O,A0A0H2X607,,,K07221,Xanthomonas campestris pv. campestris (strain 8004)
1484,XC_1530,XC_1530,Lipoprotein,A0A0H2X7S7,,,,Xanthomonas campestris pv. campestris (strain 8004)
1485,XC_1531,XC_1531,Uncharacterized protein,A0A0H2X635,,,,Xanthomonas campestris pv. campestris (strain 8004)
1486,XC_1532,XC_1532,Uncharacterized protein,A0A0H2X7Q5,GO:0016021,,,Xanthomonas campestris pv. campestris (strain 8004)
1487,XC_1533,XC_1533,Uncharacterized protein,A0A0H2X5P7,,,,Xanthomonas campestris pv. campestris (strain 8004)
1488,XC_1534,XC_1534,Uncharacterized protein,A0A0H2X613,,,,Xanthomonas campestris pv. campestris (strain 8004)
1489,XC_1535,XC_1535,Lipoprotein,A0A0H2X7T2,,,,Xanthomonas campestris pv. campestris (strain 8004)
1490,XC_1536,XC_1536,Peptidyl-prolyl cis-trans isomerase,A0A0H2X642,GO:0003755; GO:0006457,5.2.1.8,K03775,Xanthomonas campestris pv. campestris (strain 8004)
1491,XC_1537,XC_1537,Transport protein,A0A0H2X7Q9,GO:0016021,,K07148,Xanthomonas campestris pv. campestris (strain 8004)
1492,XC_1538,XC_1538,D-amino acid dehydrogenase subunit,A0A0H2X5Q3,GO:0016491,,K00285,Xanthomonas campestris pv. campestris (strain 8004)
1493,XC_1539,XC_1539,Reductase,A0A0H2X618,GO:0005623; GO:0050660; GO:0016668; GO:0045454,,K00383,Xanthomonas campestris pv. campestris (strain 8004)
1494,XC_1540,XC_1540,Methylated-DNA-protein-cysteine S-methyltransferase related protein,A0A0H2X7T7,GO:0008168; GO:0006281,,K07443,Xanthomonas campestris pv. campestris (strain 8004)
1495,XC_1541,XC_1541,Integral membrane protein,A0A0H2X648,GO:0016021; GO:0004252,,,Xanthomonas campestris pv. campestris (strain 8004)
1496,XC_1542,XC_1542,Metallopeptidase,A0A0H2X7R4,GO:0004222,,K07386,Xanthomonas campestris pv. campestris (strain 8004)
1497,XC_1543,XC_1543,Metallopeptidase,A0A0H2X5Q8,GO:0004222,,K07386,Xanthomonas campestris pv. campestris (strain 8004)
1498,XC_1544,XC_1544,Metallopeptidase,A0A0H2X622,GO:0004222,,K07386,Xanthomonas campestris pv. campestris (strain 8004)
1499,XC_1545,XC_1545,Oar protein,A0A0H2X7U3,GO:0009279; GO:0016021; GO:0030246; GO:0004872; GO:0006810,,,Xanthomonas campestris pv. campestris (strain 8004)
1500,XC_1546,XC_1546,TonB-dependent receptor,A0A0H2X653,GO:0009279; GO:0016021; GO:0004872; GO:0006810,,,Xanthomonas campestris pv. campestris (strain 8004)
1501,XC_1547,XC_1547,Iron-sulfur cluster carrier protein,A0A0H2X7R8,GO:0005524; GO:0016887; GO:0051536; GO:0046872,,K03593,Xanthomonas campestris pv. campestris (strain 8004)
1502,dcd,XC_1548,dCTP deaminase,Q4UWF9,GO:0008829; GO:0006226; GO:0006229; GO:0009220,3.5.4.13,K01494,Xanthomonas campestris pv. campestris (strain 8004)
1503,XC_1549,XC_1549,Uncharacterized protein,A0A0H2X5R4,GO:0016021,,,Xanthomonas campestris pv. campestris (strain 8004)
1504,XC_1550,XC_1550,Uncharacterized protein,A0A0H2X626,GO:0016021,,,Xanthomonas campestris pv. campestris (strain 8004)
1505,XC_1551,XC_1551,Uncharacterized protein,A0A0H2X7U7,GO:0003824,,,Xanthomonas campestris pv. campestris (strain 8004)
